market_id,question,category,volume,volume_24hr,liquidity,days_until_close,volume_to_liquidity_ratio,volume_rank,volume_24hr_rank
553883,Will the Utah Jazz win the 2026 NBA Finals?,sports,19226347.45,8568.27,1519835.31,106.0,12.6503,48,296
559667,Will Michelle Obama win the 2028 Democratic presidential nomination?,politics,18806563.7,240672.57,1549694.2,966.0,12.1357,49,38
566170,Will Club Brugge win the 2025–26 Champions League?,other,18757241.43,146.48,849072.84,75.0,22.0914,50,495
566193,Will Aston Villa win the 2025–26 English Premier League?,other,18459311.44,334448.43,781971.6,71.0,23.6061,51,24
561238,Will Glenn Youngkin win the 2028 US Presidential Election?,politics,18108719.08,72994.58,764903.53,966.0,23.6745,52,142
559665,Will Cory Booker win the 2028 Democratic presidential nomination?,politics,17958707.87,15304.81,743032.77,966.0,24.1695,53,260
559674,Will Jared Polis win the 2028 Democratic presidential nomination?,politics,17060302.19,159784.16,451951.08,966.0,37.7481,54,67
553875,Will the New Orleans Pelicans win the 2026 NBA Finals?,sports,16384643.74,238192.98,1032343.25,106.0,15.8713,55,39
559662,Will Mark Cuban win the 2028 Democratic presidential nomination?,politics,16114645.69,43080.37,679234.33,966.0,23.7247,56,194
561983,Will Greg Abbott win the 2028 Republican presidential nomination?,politics,16045415.02,227232.22,1039531.87,966.0,15.4352,57,41
558964,Will South Africa win the 2026 FIFA World Cup?,sports,15864532.79,170297.45,1288007.19,125.0,12.3171,58,62
566172,Will Bodo Glimt win the 2025–26 Champions League?,other,15535321.77,388085.91,343766.75,75.0,45.1915,59,20
562000,Will Rand Paul win the 2028 Republican presidential nomination?,politics,15212034.44,72358.24,397449.71,966.0,38.2741,60,146
559673,Will John Fetterman win the 2028 Democratic presidential nomination?,politics,15143390.55,84733.45,1119363.75,966.0,13.5286,61,127
561256,Will Zohran Mamdani win the 2028 US Presidential Election?,politics,14487537.76,94292.59,1023128.32,966.0,14.16,62,118
561988,Will Josh Hawley win the 2028 Republican presidential nomination?,politics,14428869.17,477350.88,317169.56,966.0,45.4926,63,15
561237,Will Andy Beshear win the 2028 US Presidential Election?,politics,14401523.48,743030.06,490214.13,966.0,29.378,64,6
561991,Will Matt Gaetz win the 2028 Republican presidential nomination?,politics,14224249.57,31459.01,748709.59,966.0,18.9984,65,215
566201,Will Brentford win the 2025–26 English Premier League?,other,14214380.49,230.84,2143881.92,71.0,6.6302,66,470
566191,Will Manchester United win the 2025–26 English Premier League?,other,13474313.86,100876.46,143118.0,71.0,94.1483,67,112
566737,Will Lens win the 2025–26 French Ligue 1?,other,13444311.29,264161.53,16426.53,74.0,818.4509,68,31
559652,Will Gavin Newsom win the 2028 Democratic presidential nomination?,politics,13279219.43,280331.13,704279.83,966.0,18.855,69,28
566150,Will Leverkusen win the 2025–26 Champions League?,other,13169593.33,175178.19,527328.63,75.0,24.9742,70,58
558972,Will Saudi Arabia win the 2026 FIFA World Cup?,sports,13134069.83,1694911.59,1199840.08,125.0,10.9465,71,1
561257,Will Michelle Obama win the 2028 US Presidential Election?,politics,12723530.99,17464.5,1318536.61,966.0,9.6497,72,248
559656,Will Wes Moore win the 2028 Democratic presidential nomination?,politics,12678265.62,522369.98,397133.76,966.0,31.9244,73,12
562001,Will Steve Bannon win the 2028 Republican presidential nomination?,politics,12651920.88,240815.04,793394.54,966.0,15.9466,74,37
559657,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,politics,12468044.37,115889.66,458097.64,966.0,27.217,75,95
553828,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,sports,12420275.61,435472.98,179768.19,105.0,69.0905,76,16
566165,Will Galatasaray win the 2025–26 Champions League?,other,12339048.02,89033.28,293300.27,75.0,42.0697,77,123
540881,GTA VI released before June 2026?,other,12287827.55,575007.3,55784.95,76.0,220.2714,78,10
566152,Will Atalanta win the 2025–26 Champions League?,other,12152492.01,93611.7,1636154.54,75.0,7.4275,79,119
558957,Will New Zealand win the 2026 FIFA World Cup?,sports,12122377.64,208606.75,1613101.68,125.0,7.5149,80,47
564163,Will Luka Doncic win the 2025–2026 NBA MVP?,sports,11786716.65,226327.37,82958.58,85.0,142.0795,81,42
567687,Russia x Ukraine ceasefire by end of 2026?,tech,11705420.39,43173.72,409704.44,289.0,28.5704,82,193
558962,Will Jordan win the 2026 FIFA World Cup?,sports,11600105.05,174646.41,1827736.21,125.0,6.3467,83,59
561981,Will Vivek Ramaswamy win the 2028 Republican presidential nomination?,politics,11289014.58,165508.8,604542.12,966.0,18.6737,84,65
567621,Will China invade Taiwan by end of 2026?,tech,11101883.08,63020.32,501479.79,289.0,22.1382,85,164
553881,Will the Atlanta Hawks win the 2026 NBA Finals?,sports,11061127.25,218079.11,933845.75,106.0,11.8447,86,43
564216,Will the Golden State Warriors win the NBA Western Conference Finals?,sports,10865307.13,292328.27,93405.53,91.0,116.324,87,27
553879,Will the Portland Trail Blazers win the 2026 NBA Finals?,sports,10843411.81,277628.2,903413.48,106.0,12.0027,88,29
566149,Will Tottenham win the 2025–26 Champions League?,other,10791556.86,144416.77,990800.56,75.0,10.8918,89,76
567563,Will the next Prime Minister of Hungary be László Toroczkai?,tech,10777634.26,104098.28,63872.15,26.0,168.7376,90,105
566186,Will Liverpool win the 2025–26 English Premier League?,other,10657916.96,3227.0,1410178.6,71.0,7.5578,91,350
553868,Will the Los Angeles Clippers win the 2026 NBA Finals?,sports,10649281.48,154959.37,220491.7,106.0,48.2979,92,70
561989,Will Ted Cruz win the 2028 Republican presidential nomination?,politics,10639459.25,251858.78,598474.0,966.0,17.7776,93,34
559669,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,politics,10299211.96,92639.45,927655.9,966.0,11.1024,94,122
559668,Will Mark Kelly win the 2028 Democratic presidential nomination?,politics,10176502.25,88982.55,252268.9,966.0,40.3399,95,124
540819,Will Jesus Christ return before GTA VI?,other,10055146.99,17073.91,734151.72,137.0,13.6963,96,249
558978,Will Curaçao win the 2026 FIFA World Cup?,sports,9990852.55,125871.57,1823251.26,125.0,5.4797,97,88
561984,Will Robert F. Kennedy Jr. win the 2028 Republican presidential nomination?,politics,9697230.27,58752.9,912658.72,966.0,10.6253,98,166
561231,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,politics,9696600.01,145852.7,637622.37,966.0,15.2074,99,74
558952,Will Canada win the 2026 FIFA World Cup?,sports,9551416.22,105887.69,1151923.17,125.0,8.2917,100,103
